id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
4364,483,Mastercard,Debit,5115060727983375,44075,594,Yes,2,13224,40756,2011,No
5369,483,Mastercard,Credit,5114764385128888,38322,380,Yes,1,10700,37196,2009,No
2121,483,Mastercard,Credit,5040568504566033,45383,96,Yes,2,13100,38777,2009,No
5219,404,Visa,Credit,4168726918316832,45474,482,Yes,1,10900,40452,2010,No
4346,1510,Visa,Credit,4529046868574613,41579,294,Yes,1,6600,40391,2011,No
1257,1510,Visa,Credit,4051609818366867,40848,795,Yes,1,11400,40210,2012,No
859,916,Visa,Debit,4521242827079498,44986,320,Yes,1,15847,43831,2020,No
860,916,Visa,Debit,4008657278264133,43952,196,Yes,1,13006,43831,2020,No
40,1635,Mastercard,Debit,5488012775349767,39722,697,Yes,2,5029,37622,2009,No
1309,1635,Visa,Credit,4029286233026672,45170,218,Yes,2,15000,40940,2012,No
6044,1635,Mastercard,Debit,5269354095711843,44228,905,Yes,2,14348,40878,2011,No
115,1635,Visa,Debit,4237044992015683,44835,443,Yes,2,24876,38718,2009,No
618,1635,Mastercard,Debit,5604394692366741,45444,406,Yes,2,13523,43831,2020,No
381,1635,Mastercard,Debit,5683839446492033,45017,587,Yes,1,21434,43466,2019,No
2535,1384,Mastercard,Debit,5274366987658812,42491,441,Yes,1,19206,39173,2011,No
5229,1384,Discover,Credit,6648294893325479,41699,949,Yes,2,15000,40817,2011,No
3723,1384,Visa,Debit,4025390379737737,43862,473,Yes,2,24617,38169,2006,No
3171,943,Discover,Credit,6208996174626373,44958,640,Yes,2,6600,42491,2016,No
5351,1236,Mastercard,Debit,5929990861229924,45292,459,Yes,1,4304,35735,2012,No
85,1236,Visa,Debit,4386430445774428,43525,555,Yes,2,1269,38353,2013,No
5815,1236,Mastercard,Debit,5108584140975701,45078,123,Yes,1,3458,38322,2013,No
4101,1236,Mastercard,Debit,5445062676850026,44805,337,No,2,6775,37104,2012,No
2369,1236,Visa,Credit,4788127455899674,44197,710,Yes,1,8800,42795,2017,No
6142,1236,Mastercard,Debit,5791756986936871,45597,196,Yes,1,12223,43800,2019,No
1918,969,Visa,Debit,4728777894194126,44166,480,Yes,2,13478,43862,2020,No
619,969,Mastercard,Debit,5935282226409440,44136,222,Yes,1,19578,43831,2020,No
861,969,Visa,Debit,4548788317386784,45383,930,Yes,2,2944,43831,2020,No
1651,508,Mastercard,Debit,5535009995730324,44986,63,Yes,1,20773,43862,2020,No
1652,508,Mastercard,Debit,5355589517294786,44562,850,Yes,2,24203,43862,2020,No
620,508,Mastercard,Debit (Prepaid),5058598107512732,44013,451,Yes,2,98,43831,2020,No
3428,496,Mastercard,Debit,5432833513022597,44136,312,Yes,2,2727,39965,2014,No
4517,496,Amex,Credit,317569527961909,44986,740,Yes,2,6800,37500,2002,No
3186,496,Visa,Debit,4602655731592723,43525,673,Yes,1,22516,42491,2016,No
5806,496,Discover,Credit,6399050710218197,44531,413,Yes,2,11500,38322,2009,No
5176,450,Visa,Debit,4302881392511495,44531,79,No,2,15214,40087,2010,No
862,450,Visa,Debit,4417073426918706,45627,403,Yes,2,23687,43831,2020,No
4192,450,Visa,Debit,4672018031116294,44501,314,Yes,1,18048,38930,2007,No
5634,1753,Visa,Debit,4613268743262267,43891,131,Yes,1,25102,40483,2014,No
2987,304,Visa,Debit,4353880576731238,44562,425,Yes,2,13773,39569,2008,No
4365,304,Mastercard,Debit,5199593781302958,44317,864,Yes,1,12892,40756,2011,No
5667,839,Amex,Credit,359230628127716,43586,198,Yes,2,6600,41214,2012,No
3187,839,Visa,Debit,4661359494660870,45383,259,Yes,2,25650,42491,2016,No
4725,839,Mastercard,Debit,5995510727358219,43983,873,Yes,2,37192,40057,2010,No
4608,138,Mastercard,Debit,5243935173726742,44287,608,Yes,1,5779,38961,2014,No
2820,138,Visa,Debit,4036369476300576,45139,682,Yes,1,13325,37012,2011,No
5422,138,Amex,Credit,344071694724842,44927,346,Yes,1,4000,38657,2009,No
2807,138,Amex,Credit,323444546475230,44958,788,Yes,1,6900,36647,2012,No
4912,43,Mastercard,Debit,5971471233715173,45200,760,Yes,1,35702,42979,2017,No
1416,43,Amex,Credit,332244260422916,45505,240,Yes,1,13200,43862,2020,No
5740,43,Visa,Credit,4190991721490115,43891,326,Yes,2,21700,43405,2018,No
863,43,Visa,Credit,4919539941598159,44044,561,No,1,13700,43831,2020,No
864,1187,Visa,Debit,4354373957390483,44105,188,Yes,1,24389,43831,2020,No
2385,1187,Mastercard,Debit (Prepaid),5874661434134402,43862,293,Yes,2,74,43525,2019,No
91,1187,Amex,Credit,307297025936750,44166,918,Yes,1,12100,38718,2011,No
5121,849,Mastercard,Debit,5850811144559937,44866,655,Yes,1,16640,39722,2009,No
3477,849,Mastercard,Debit,5311017800546224,41518,133,Yes,1,14889,40330,2011,No
3823,849,Visa,Debit,4944351254118665,44348,741,Yes,1,19080,39264,2010,No
3169,654,Visa,Credit,4589986776113951,45200,678,No,2,7600,42125,2015,No
5352,1898,Mastercard,Debit,5625758363027280,44986,881,Yes,2,14525,35735,2014,No
1068,1898,Visa,Debit,4045049141463000,43862,604,Yes,1,15636,38384,2014,No
5122,1898,Mastercard,Debit,5751381604807658,45139,244,Yes,2,13296,39722,2016,No
4543,1898,Visa,Credit,4307225452598898,44986,672,No,2,10100,37865,2011,No
2423,1898,Visa,Debit,4632658313488911,45536,732,No,1,36412,36982,2007,No
4566,1971,Visa,Debit,4328249998295607,45231,853,Yes,1,4589,38231,2012,No
3293,1971,Mastercard,Debit,5670267603066033,43862,875,Yes,1,17474,38504,2015,No
406,1020,Amex,Credit,375947824371679,45413,928,Yes,1,12000,43831,2020,No
1417,1020,Amex,Credit,354491217269737,43862,772,Yes,1,16900,43862,2020,No
1224,1020,Mastercard,Debit,5295246280473124,45108,117,Yes,1,26277,40210,2010,No
2728,1020,Mastercard,Debit,5716337574011958,43862,231,Yes,1,26317,41730,2014,No
4062,22,Visa,Credit,4568990237174716,44562,624,Yes,2,13600,42917,2017,No
1653,436,Mastercard,Debit,5729297445419728,45505,288,No,2,21540,43862,2020,No
1342,1823,Mastercard,Debit,5395349112538164,43891,34,Yes,1,37468,41671,2014,No
5177,1823,Visa,Debit,4686195455656898,44287,292,No,1,27864,40087,2012,No
3638,1823,Visa,Debit (Prepaid),4553257553445993,43862,55,No,1,65,43252,2018,No
4048,1823,Visa,Debit,4597236520104139,43891,389,Yes,1,31842,42552,2016,No
3244,1823,Visa,Credit,4206248084502476,43891,545,Yes,2,14900,37408,2011,No
3201,1823,Visa,Credit,4907569031158213,45505,170,Yes,2,12400,43221,2018,No
5242,589,Mastercard,Debit,5847682490938899,44166,383,Yes,2,14094,40817,2018,No
4497,589,Mastercard,Debit,5025895057524839,44197,367,Yes,1,8962,36404,2011,No
2277,49,Mastercard,Debit,5746888458694762,43132,646,Yes,1,15510,40603,2011,No
3061,49,Mastercard,Debit,5463153984541850,45444,13,Yes,1,20311,40299,2012,No
3955,49,Visa,Debit,4655468499465057,45170,303,Yes,1,13492,40360,2010,No
1654,1350,Mastercard,Debit,5557084446860843,44593,77,Yes,2,10015,43862,2020,No
4257,1525,Mastercard,Debit (Prepaid),5842764862143149,45261,478,Yes,1,77,39661,2009,No
1077,1525,Amex,Credit,316712270679687,44682,946,Yes,1,8200,38749,2016,No
3853,1525,Mastercard,Debit (Prepaid),5095132989101394,43739,88,Yes,2,50,39630,2008,No
4726,1525,Mastercard,Debit,5501198442764705,40422,847,Yes,1,297,40057,2009,No
5493,69,Mastercard,Credit,5542688229083627,44896,439,Yes,1,9300,39387,2014,No
2062,69,Mastercard,Debit,5859732793534498,45078,348,Yes,2,24425,38047,2006,No
252,69,Visa,Credit,4565836303791159,44440,441,Yes,2,3900,40179,2010,No
2514,69,Visa,Debit,4952248755072919,43922,398,Yes,1,21098,38808,2009,No
5253,69,Visa,Credit,4550312126148406,43831,957,Yes,1,10800,40817,2013,No
3294,69,Mastercard,Debit,5707448794545768,45444,39,Yes,2,6817,38504,2016,No
62,234,Visa,Credit,4651180699756033,45323,460,Yes,1,12600,37987,2011,No
5370,234,Mastercard,Debit (Prepaid),5896780709526638,40483,903,No,1,42,37196,2004,No
5861,234,Mastercard,Credit,5888879465203741,40148,88,Yes,2,6400,39052,2009,No
4799,234,Visa,Credit,4618393100129362,44013,775,Yes,1,9800,40422,2011,No
2052,234,Visa,Debit,4081263773546457,45108,64,Yes,1,4750,37681,2011,No
5178,234,Visa,Debit,4321384766522664,44409,682,No,2,6532,40087,2009,No
2355,608,Mastercard,Debit,5446273979485247,44866,233,Yes,1,1044,42430,2016,No
2278,608,Mastercard,Debit,5521214390191681,43344,672,Yes,1,746,40603,2011,No
1655,608,Mastercard,Debit (Prepaid),5098538543569884,43862,816,Yes,1,61,43862,2020,No
5494,1064,Mastercard,Debit (Prepaid),5791031552039031,39722,655,Yes,2,58,39387,2015,No
4567,374,Visa,Debit,4340110703036077,44682,710,Yes,1,18771,38231,2009,No
5100,374,Visa,Debit,4892346599778032,44927,219,Yes,1,17108,39356,2007,No
1919,374,Visa,Debit,4202710228630182,45200,579,Yes,1,12446,43862,2020,No
3791,374,Visa,Credit,4300760560641973,44197,406,Yes,1,8200,38899,2013,No
2569,374,Mastercard,Debit,5166839761897522,44682,983,Yes,2,7081,39539,2010,No
1358,286,Mastercard,Debit,5601172841459295,45323,29,Yes,1,23009,42036,2015,No
6092,286,Visa,Debit,4657379115764717,43040,578,Yes,2,17973,41609,2013,No
4450,286,Mastercard,Debit,5843688837981178,45200,880,Yes,1,12254,42217,2015,No
4782,286,Mastercard,Debit,5928230249203938,44774,212,Yes,1,20799,40422,2010,No
2463,1419,Mastercard,Debit,5809172741821189,44256,282,Yes,2,27320,38078,2008,No
4840,1435,Visa,Debit,4372566654697981,45170,83,Yes,2,34818,41153,2012,No
2360,1435,Visa,Debit,4789580361652931,44105,216,Yes,2,38837,42430,2016,No
4294,1435,Mastercard,Credit,5427161135500744,45352,304,Yes,2,23500,40026,2020,No
1343,1683,Mastercard,Debit,5688998474789359,43983,292,Yes,1,13014,41671,2014,No
5044,1683,Amex,Credit,314195561633807,45047,296,Yes,2,5500,38991,2017,No
4697,1683,Visa,Debit,4635941322761456,43891,691,Yes,2,5949,39692,2008,No
4698,727,Visa,Credit,4379930917559486,45231,210,Yes,2,10700,39692,2010,No
3808,727,Mastercard,Debit,5215692889951889,44652,134,Yes,1,12451,39264,2008,No
1920,727,Visa,Credit,4751378907766314,45383,254,Yes,2,6700,43862,2020,No
4295,727,Mastercard,Debit,5252574971670597,43191,920,Yes,1,19086,40026,2011,No
2665,727,Visa,Credit,4116639367344725,44317,923,Yes,2,9700,40269,2016,No
5896,1150,Mastercard,Credit,5974021114272858,39692,886,Yes,2,17200,39417,2010,No
4672,1150,Mastercard,Debit,5770382684241108,42156,832,Yes,2,29486,39692,2008,No
1225,1150,Mastercard,Credit,5587070999180300,45017,335,Yes,2,9700,40210,2011,No
4856,1150,Mastercard,Debit,5768399039617120,44743,221,Yes,2,20111,41518,2013,No
2551,1150,Visa,Credit,4320443111658308,44470,613,Yes,1,13200,39173,2014,No
4484,332,Visa,Debit,4400145099296126,44013,57,Yes,1,29728,43678,2019,No
5816,332,Mastercard,Credit,5516802254742641,45566,160,No,1,7900,38322,2012,No
1198,332,Visa,Debit,4673279351880301,45108,339,Yes,2,12106,39845,2009,No
253,332,Visa,Debit,4680771406185126,41275,913,Yes,1,7452,40179,2018,No
1656,487,Mastercard,Debit,5459374115989094,44378,582,Yes,1,28281,43862,2020,No
2835,487,Visa,Credit,4217570056214862,41579,636,Yes,2,11400,37377,2014,No
2024,487,Mastercard,Debit,5514653687166060,45505,70,Yes,1,28790,36951,2009,No
2007,735,Visa,Credit,4914564671433884,40238,700,Yes,1,15700,35490,2013,No
5431,735,Mastercard,Debit,5436863739232627,45170,303,Yes,1,34075,38657,2008,No
4651,735,Visa,Credit,4986982616793595,41000,992,Yes,2,18600,39326,2008,No
1335,137,Amex,Credit,315776046694876,45413,574,Yes,2,9700,41671,2014,No
5442,137,Visa,Debit,4578702900762730,44805,433,Yes,2,13352,38657,2012,No
6114,137,Visa,Debit,4168082636728790,45352,528,Yes,1,28179,42339,2015,No
5897,570,Mastercard,Debit,5407444040414986,45292,334,Yes,1,19132,39417,2014,No
4063,1121,Visa,Debit,4948136387572248,43739,49,Yes,1,31535,42917,2017,No
1372,1121,Mastercard,Debit,5629988786276968,43101,537,Yes,1,51951,42767,2017,No
5511,1121,Visa,Credit,4323924929422769,44075,171,Yes,1,23400,39387,2008,No
5817,1121,Mastercard,Debit,5002267521388916,44044,143,Yes,2,4130,38322,2015,No
3777,1121,Mastercard,Credit,5458395445867294,40817,347,Yes,1,11500,38899,2010,No
4920,860,Visa,Credit,4642731433732483,44075,661,Yes,2,22100,43344,2018,No
5412,860,Mastercard,Debit,5511755355725125,40483,644,Yes,1,34722,38292,2010,No
3534,860,Visa,Debit,4695286118783923,40878,601,Yes,1,21885,40695,2011,No
5782,860,Mastercard,Debit,5505577705152118,44013,828,Yes,2,39870,37591,2003,No
5733,518,Visa,Credit,4464546125723807,44378,2,Yes,2,5900,43040,2017,No
3429,1203,Mastercard,Debit (Prepaid),5640678853508823,44986,57,Yes,2,70,39965,2009,No
2302,944,Mastercard,Debit,5863955184387781,44986,881,Yes,2,66930,40969,2012,No
372,944,Mastercard,Debit,5795522328185876,43952,134,Yes,2,72274,43101,2018,No
2828,944,Mastercard,Debit,5043143066698540,44075,288,Yes,2,130971,37377,2010,No
1921,944,Visa,Debit,4313972060102096,45597,601,Yes,1,52717,43862,2020,No
3500,944,Visa,Credit,4582418773157215,44531,935,No,1,25500,40330,2012,No
5550,944,Visa,Debit,4081497493570328,43009,60,Yes,2,42541,39753,2012,No
1657,388,Mastercard,Debit,5683216868250723,44652,563,No,1,5456,43862,2020,No
5692,388,Visa,Debit,4183750300220988,41730,371,No,1,12606,41579,2013,No
3975,741,Mastercard,Debit,5761918360234631,44044,174,Yes,2,20174,40725,2011,No
6007,1737,Mastercard,Debit,5406672659038258,44927,826,Yes,1,20090,40513,2011,No
1096,1737,Visa,Debit,4840352039939042,44256,40,Yes,1,11906,38749,2009,No
3618,1737,Mastercard,Debit,5967723936818875,44562,556,Yes,1,27888,42887,2017,No
5756,1737,Mastercard,Debit,5371022252715957,45383,192,Yes,1,24132,36130,2008,No
3319,1709,Mastercard,Debit,5109330727953243,45261,947,Yes,2,13461,38869,2010,No
5478,1018,Amex,Credit,302982223076555,40026,303,No,1,9900,39387,2009,No
2393,1018,Mastercard,Debit,5675018091828270,40118,920,Yes,2,4252,34425,2019,No
3022,1018,Visa,Credit,4299407178052848,44166,725,Yes,2,9800,39934,2011,No
4077,1018,Mastercard,Debit,5605185522594083,43647,357,Yes,2,16732,43647,2019,No
1922,1018,Visa,Debit,4564887957887151,44927,17,Yes,1,13609,43862,2020,No
5970,1018,Mastercard,Debit,5565606559185997,41395,576,Yes,2,17804,40148,2009,No
3911,275,Visa,Credit,4348372675855427,45047,727,Yes,2,6200,39995,2010,No
63,275,Visa,Debit,4651206649559689,45017,125,Yes,1,30891,37987,2011,No
2769,275,Mastercard,Debit,5348564290163186,45292,732,Yes,1,31873,42826,2017,No
3036,275,Amex,Credit,325342510254113,45474,179,Yes,2,15600,40299,2019,No
3893,1367,Mastercard,Debit (Prepaid),5008439256687405,44896,26,Yes,1,110,39995,2012,No
2053,1367,Visa,Debit,4422286262403261,45413,81,Yes,2,17405,37681,2003,No
865,1367,Visa,Debit (Prepaid),4249622290515029,44896,435,Yes,2,58,43831,2020,No
4643,1367,Mastercard,Credit,5556924127105785,40817,777,Yes,1,9200,39326,2007,No
1923,1965,Visa,Credit,4092157051011106,43862,223,Yes,2,11200,43862,2020,No
4917,284,Mastercard,Debit,5131900662646656,43435,352,Yes,1,23206,43344,2018,No
4347,284,Visa,Debit,4779183477104256,43922,0,Yes,2,35684,40391,2012,No
5726,284,Mastercard,Debit (Prepaid),5792924047685794,42675,384,No,1,76,42675,2016,No
86,284,Visa,Debit,4529536293051711,45108,124,Yes,2,18270,38353,2011,No
2931,79,Mastercard,Debit,5142418384827692,44166,69,Yes,2,6588,39203,2011,No
2671,79,Amex,Credit,352313983770185,44256,46,Yes,2,12200,40634,2011,No
1924,79,Visa,Debit,4636375740619751,44805,747,Yes,1,23083,43862,2020,No
5569,79,Mastercard,Debit,5923792663677656,44593,585,Yes,1,21497,40118,2009,No
3320,1515,Mastercard,Debit (Prepaid),5823790653455975,44228,850,Yes,3,29,38869,2012,No
5199,1515,Mastercard,Debit,5300232902137599,44743,711,Yes,2,20165,40452,2012,No
5557,1515,Discover,Credit,6237354607435107,44682,959,Yes,2,16300,40118,2011,No
5558,1515,Discover,Credit,6374995163580888,43891,743,Yes,1,11100,40118,2010,No
2336,1515,Visa,Credit,4780949143263441,45139,540,Yes,2,7700,41699,2014,No
3712,1934,Mastercard,Credit,5150069202644467,44927,263,Yes,2,6000,38169,2010,No
1658,9,Mastercard,Debit,5564349746173182,45017,547,Yes,1,2049,43862,2020,No
1418,9,Amex,Credit,326339433819854,44896,719,No,1,7600,43862,2020,No
621,9,Mastercard,Debit,5172118224009293,45292,934,Yes,1,14670,43831,2020,No
4431,1964,Mastercard,Credit,5124729225452111,42736,871,Yes,2,11600,41852,2014,No
2752,1964,Visa,Debit,4066451880192964,42461,9,Yes,1,14960,42095,2015,No
2508,1964,Mastercard,Credit,5534545928651524,44440,779,Yes,2,9600,38808,2015,No
5898,1964,Mastercard,Debit,5316533998904069,44105,61,Yes,2,17367,39417,2007,No
3321,982,Mastercard,Debit,5809911164005512,41365,820,Yes,1,21358,38869,2010,No
3824,982,Visa,Credit,4354830180585460,44805,729,Yes,1,16900,39264,2010,No
3713,982,Mastercard,Credit,5974259705472551,44805,587,Yes,2,8500,38169,2009,No
4699,982,Visa,Debit,4793775442106825,41365,996,Yes,1,28431,39692,2008,No
1148,1676,Mastercard,Debit,5571882432332667,44013,838,Yes,2,77,39479,2016,No
134,1676,Mastercard,Debit,5828285674944288,45505,192,Yes,1,17360,39083,2010,No
5158,1676,Mastercard,Debit,5480672627250008,44440,129,Yes,2,4055,40087,2017,No
1020,1519,Mastercard,Debit,5052440378992955,45170,144,Yes,2,14216,37653,2010,No
2452,1519,Visa,Debit,4009658209741631,45261,357,No,2,19037,37712,2011,No
4210,1519,Mastercard,Debit,5195329982261769,43831,148,Yes,1,16028,39295,2011,No
2476,1519,Discover,Credit,6106487579112176,40391,762,Yes,1,14200,38443,2011,No
4626,1098,Visa,Debit,4587822219584718,45108,49,Yes,1,12640,38961,2009,No
2253,1098,Mastercard,Debit,5547459880579017,43862,116,Yes,2,16868,40238,2010,No
1320,1098,Mastercard,Debit,5740589965857604,44866,40,Yes,1,11121,41306,2013,No
5179,1098,Visa,Credit,4374571351357853,44105,674,Yes,1,10000,40087,2010,No
2424,554,Visa,Debit (Prepaid),4356014925676102,44013,139,Yes,2,56,36982,2011,No
2308,554,Visa,Debit,4439649579256628,44197,327,Yes,2,27376,40969,2012,No
6070,554,Mastercard,Debit,5140694561445565,43647,960,Yes,2,32676,41244,2012,No
3912,554,Visa,Debit,4096589319918041,44287,856,No,1,25658,39995,2009,No
4275,554,Visa,Credit,4796299187967541,43221,852,No,2,22800,39661,2011,No
1659,596,Mastercard,Credit,5610919224995166,45078,951,Yes,2,10700,43862,2020,No
2753,596,Visa,Credit,4733769586168380,44228,556,Yes,2,5100,42095,2015,No
1925,596,Visa,Credit,4520440445748141,44562,108,No,1,7200,43862,2020,No
5985,170,Visa,Debit,4098737153492414,43891,894,Yes,1,16740,40148,2011,No
866,170,Visa,Debit,4711760668874166,43862,378,Yes,1,13841,43831,2020,No
4841,170,Visa,Debit,4969924078004898,44896,881,Yes,1,15638,41153,2012,No
3340,170,Amex,Credit,332511890564170,44682,728,Yes,1,11400,39234,2007,No
1344,794,Mastercard,Debit,5511781840326939,44805,876,Yes,1,12501,41671,2014,No
4432,794,Mastercard,Debit (Prepaid),5872869557387766,44927,582,Yes,1,71,41852,2014,No
3430,794,Mastercard,Debit,5794165239075456,40544,465,Yes,2,11164,39965,2010,No
4306,1697,Visa,Debit,4048907303086785,44440,463,Yes,2,8365,40026,2009,No
3023,1697,Visa,Debit,4110479205142550,44531,951,Yes,2,17104,39934,2010,No
1101,1697,Amex,Credit,338367003904163,41609,279,Yes,1,2100,39114,2009,No
73,1697,Mastercard,Debit,5683833994969618,38808,884,Yes,1,13634,38353,2011,No
2746,1697,Mastercard,Debit (Prepaid),5803099724523617,44075,930,Yes,1,63,42095,2015,No
3295,1697,Mastercard,Debit,5868327296481310,44927,32,Yes,2,18721,38504,2009,No
3268,573,Amex,Credit,350866149120216,45170,265,Yes,2,3400,38139,2008,No
1660,1715,Mastercard,Debit,5729617930802602,44501,320,No,1,6824,43862,2020,No
1926,1607,Visa,Credit,4620214760209909,44835,406,Yes,1,20700,43862,2020,No
2891,1026,Visa,Credit,4683287791246500,43221,517,No,1,6200,38473,2013,No
983,1026,Visa,Debit (Prepaid),4766664432411893,44287,545,Yes,2,31,36557,2014,No
5398,1026,Visa,Credit,4274713434654848,44409,743,Yes,1,1000,37926,2009,No
2870,1026,Visa,Debit (Prepaid),4226159572103725,45200,756,Yes,2,77,38108,2007,No
622,1892,Mastercard,Debit (Prepaid),5119564246293765,45078,883,Yes,2,31,43831,2020,No
867,1892,Visa,Debit,4913448302190851,43983,688,Yes,1,318,43831,2020,No
1927,402,Visa,Debit,4946571800021795,45017,686,No,1,20709,43862,2020,No
2536,402,Mastercard,Debit,5332075103527991,44835,561,Yes,2,20230,39173,2010,No
2698,402,Mastercard,Debit,5299237121049630,45200,876,Yes,2,14749,41000,2012,No
970,1628,Mastercard,Debit,5855071426646203,44805,238,Yes,3,9171,36192,2005,No
6082,1628,Amex,Credit,325450874784558,43221,496,Yes,2,17400,41609,2013,No
3349,553,Mastercard,Debit,5821391213524439,45200,652,No,2,14475,39234,2009,No
1114,1551,Mastercard,Debit,5230397441824610,44166,954,Yes,2,15967,39114,2009,No
2389,1551,Visa,Debit,4901552848355257,45505,325,Yes,1,12250,43525,2019,No
5590,1551,Visa,Debit (Prepaid),4841863549456234,45383,875,Yes,2,63,40118,2009,No
2537,1551,Mastercard,Debit (Prepaid),5938011695949462,45139,234,Yes,2,66,39173,2010,No
2988,1551,Visa,Credit,4719385621754821,44805,503,Yes,1,8500,39569,2014,No
4001,1672,Mastercard,Debit (Prepaid),5784144789342929,45292,653,No,1,65,41091,2012,No
1451,1672,Discover,Credit,6839227927848570,43862,968,Yes,2,16100,43862,2020,No
623,1672,Mastercard,Debit,5837070772426672,44166,507,Yes,1,3313,43831,2020,No
868,426,Visa,Credit,4945782637783655,43831,709,Yes,1,10400,43831,2020,No
1661,426,Mastercard,Debit,5848871754957968,44348,553,No,2,2117,43862,2020,No
869,426,Visa,Debit,4808969144268435,43862,997,Yes,1,11265,43831,2020,No
624,426,Mastercard,Debit,5718188955977060,44228,385,Yes,3,5618,43831,2020,No
5184,1135,Amex,Credit,376534551118716,44713,382,Yes,2,20800,40452,2013,No
1419,1135,Amex,Credit,335380246966517,44136,42,Yes,3,11700,43862,2020,No
870,1135,Visa,Debit,4573117764811951,44713,178,Yes,1,33028,43831,2020,No
6093,1135,Visa,Debit,4703890283144405,45383,233,Yes,1,19830,41609,2013,No
4037,1135,Mastercard,Debit,5663749194216135,43497,176,Yes,1,22482,42186,2015,No
4977,1135,Visa,Credit,4018902833542405,45139,755,Yes,1,22400,37530,2010,No
3081,1135,Visa,Debit (Prepaid),4850287414377343,45566,123,Yes,1,62,40299,2012,No
3809,1420,Mastercard,Debit,5506105334909341,39448,72,Yes,2,27723,39264,2010,No
4258,1420,Mastercard,Credit,5542832924202774,44986,210,No,1,31800,39661,2012,No
1180,1420,Mastercard,Debit,5383684382213654,43160,931,Yes,1,16028,39845,2009,No
3676,1420,Mastercard,Debit,5085756475637529,44197,35,Yes,2,25411,37438,2013,No
337,1589,Visa,Debit,4939717188461311,45200,395,No,1,11912,41640,2014,No
4913,1589,Mastercard,Debit,5174537590358880,45627,473,Yes,2,13064,42979,2017,No
5306,1589,Mastercard,Debit,5693986376592853,42644,390,Yes,2,8912,42278,2015,No
1149,1002,Mastercard,Debit,5609582366095384,43831,292,Yes,2,15962,39479,2013,No
1069,1411,Visa,Credit,4048254149559977,44136,440,Yes,1,18200,38384,2014,No
3778,1411,Mastercard,Debit,5119838138946124,42583,162,Yes,2,3450,38899,2014,No
4700,1411,Visa,Debit,4698652103391033,44317,88,Yes,1,3450,39692,2016,No
5761,1411,Mastercard,Debit,5631140574725941,45231,370,Yes,1,39598,36495,2006,No
1368,1654,Mastercard,Debit,5041427711902777,44562,748,Yes,1,36502,42401,2016,No
2915,1654,Visa,Credit,4757921989009514,45200,921,Yes,1,14900,38838,2014,No
5257,1654,Mastercard,Credit,5871669086673415,44075,698,Yes,1,11800,41183,2012,No
1200,1654,Amex,Credit,333081160230544,45444,480,Yes,1,14000,40210,2012,No
4276,1654,Visa,Credit,4897401691817585,44682,951,Yes,2,16000,39661,2009,No
2189,1330,Mastercard,Debit,5075163198448769,44835,30,Yes,2,32557,39508,2008,No
6045,1330,Mastercard,Debit,5471442279898272,44228,537,No,1,21820,40878,2011,No
4579,1330,Mastercard,Debit,5728056480439167,45444,992,Yes,2,14448,38596,2011,No
5123,790,Mastercard,Debit,5112985372677713,44774,62,Yes,2,19038,39722,2010,No
3350,790,Mastercard,Debit,5422967140573110,40969,803,Yes,1,23632,39234,2009,No
3275,552,Mastercard,Debit,5115906061769120,44896,219,Yes,2,18627,38139,2010,No
3641,139,Mastercard,Debit (Prepaid),5027092702312429,44409,52,Yes,1,86,43617,2019,No
5705,139,Visa,Debit,4940574343090024,41974,702,Yes,1,18944,41944,2014,No
87,139,Visa,Debit,4276460060200386,44774,264,Yes,1,20962,38353,2011,No
3276,139,Mastercard,Debit (Prepaid),5271307942784936,42401,888,Yes,1,86,38139,2006,No
6104,1280,Amex,Credit,360424769741306,44470,352,No,2,6000,42339,2015,No
3604,883,Amex,Credit,364278996069965,43862,191,Yes,1,12500,42522,2016,No
5302,359,Amex,Credit,364647060276955,43922,223,Yes,1,17200,42278,2015,No
2331,359,Mastercard,Debit,5012576433104478,42005,411,Yes,1,31163,41699,2014,No
3567,359,Mastercard,Debit (Prepaid),5317204750431758,45413,412,Yes,1,59,41426,2013,No
2489,359,Mastercard,Credit,5757079020713035,45444,544,No,1,13500,38443,2009,No
3024,1921,Visa,Credit,4297525095541797,44682,49,Yes,2,8900,39934,2010,No
3810,1921,Mastercard,Credit,5454401798231056,45627,360,Yes,1,2900,39264,2012,No
1181,1921,Mastercard,Debit (Prepaid),5403639313421706,43922,283,Yes,2,89,39845,2009,No
5137,651,Visa,Credit,4578235631297148,45170,285,Yes,2,5200,39722,2009,No
5570,557,Mastercard,Debit,5755010791716629,44652,497,Yes,2,6090,40118,2011,No
338,1071,Visa,Debit,4177638630189991,44136,393,Yes,1,31072,41640,2014,No
1420,1071,Amex,Credit,326436217704163,45078,879,Yes,2,11200,43862,2020,No
1662,1071,Mastercard,Debit (Prepaid),5799877051065572,43862,466,Yes,1,38,43862,2020,No
74,1175,Mastercard,Debit,5479439443272548,40483,248,Yes,2,10670,38353,2009,No
5067,1175,Visa,Credit,4503231152263501,45323,728,Yes,2,5900,38991,2014,No
4904,1175,Amex,Credit,354026281245694,42979,67,Yes,2,7600,42979,2017,No
5341,1175,Mastercard,Debit (Prepaid),5117972120762088,44682,969,Yes,1,95,43739,2019,No
2132,1175,Visa,Credit,4909834750137607,45017,264,No,1,5100,38777,2006,No
